
0	3.76E-04	0	3.53E-04	0	2.51E-04
1	3.66E-04	1	4.85E-04	1	3.25E-04
2	3.95E-04	3	4.72E-04	2	4.61E-04
3	3.95E-04	5	5.74E-04	3	3.98E-04
4	5.91E-04	7	7.66E-04	4	4.19E-04
5	5.30E-04	12	9.15E-04		
6	7.05E-04				
7	6.60E-04				
8	5.67E-04				
9	4.48E-04				
10	6.72E-04				
11	4.35E-04				
12	8.67E-04				



