0.000000000000000000e+00;1.000000000000000000e+00;5.475826263427734375e+01;1.069307687829650149e+03;3.138194583452491582e-01;4.795626169103911485e-01;8.757812864029703923e-03;3.712102733789769786e+02;1.393847853990086471e-03;2.257500130913589753e-01;4.444475404943189489e-01;9.511308178518113055e-01;0.000000000000000000e+00
0.000000000000000000e+00;2.000000000000000000e+00;1.093482971191406250e+02;9.182675297350166375e+02;1.598371150261439499e-01;4.781669623146814763e-01;4.372879824490488558e-03;2.653022330067472012e+02;6.959652710628854572e-04;2.808027548912465088e-01;4.417227380289584504e-01;9.269442254600080977e-01;0.000000000000000000e+00
0.000000000000000000e+00;3.000000000000000000e+00;1.644430160522460938e+02;5.249185869664079291e+02;8.679054626925784000e-01;1.251743608161375088e+00;7.612020493249021212e-03;4.376107711921780208e+01;1.211489799360057585e-03;1.008950681928289184e+00;1.963659461446686683e+00;1.267006338158654932e+00;0.000000000000000000e+00
0.000000000000000000e+00;4.000000000000000000e+00;2.190330505371093750e+02;2.642530837605385159e+02;1.469063107624379860e-01;5.665867663790277176e-01;2.586763801123403896e-03;5.304365048016518358e+01;4.116962106699944396e-04;4.160608854096743414e-01;5.837140111559895317e-01;9.983592551281617045e-01;0.000000000000000000e+00
0.000000000000000000e+00;5.000000000000000000e+00;2.737913131713867188e+02;8.089159696335684657e+01;7.712426848160380821e-01;1.043105941841370843e+00;3.809857696940194185e-03;7.367065894491813260e+00;6.063575734751102493e-04;9.235706574232488419e-01;8.608149475830459973e-01;1.206769765296434649e+00;0.000000000000000000e+00
0.000000000000000000e+00;7.000000000000000000e+00;3.840648651123046875e+02;3.923282288914385418e+01;2.009114621613121709e+00;1.069559137629584766e+00;2.784839840314042199e-03;4.747636569748637569e+00;4.432209827709804014e-04;6.949100377879113832e-01;6.893235295823010311e-01;1.053699592961641951e+00;0.000000000000000000e+00
0.000000000000000000e+00;8.000000000000000000e+00;4.392436981201171875e+02;3.203443286200169382e+01;2.280865851540275990e+00;1.174256577568739468e+00;2.673360101907763537e-03;3.856401746065117209e+00;4.254784363706835869e-04;6.985476097361041914e-01;1.189350020577082390e+00;9.605827101921646793e-01;0.000000000000000000e+00
0.000000000000000000e+00;9.000000000000000000e+00;4.947589874267578125e+02;1.433925253561089086e+01;3.371413552594078489e+00;1.568811574041620638e+00;3.170860184270753342e-03;2.267971488996648688e+00;5.046580079168799934e-04;5.308454745084629778e-01;1.819930343872693257e+00;1.234435012105303819e+00;0.000000000000000000e+00
1.000000000000000000e+00;1.000000000000000000e+00;5.812282562255859375e+01;1.183455232726079657e+03;-1.943656598362182297e-01;4.144272156241677330e-01;7.130197322397906559e-03;4.906156869148120450e+02;1.134805418387763035e-03;1.786348100217895474e-01;3.757804578191077938e-01;8.666312751890418165e-01;0.000000000000000000e+00
1.000000000000000000e+00;2.000000000000000000e+00;1.163297653198242188e+02;1.947944491787585548e+02;-1.997384069181857846e-01;1.568438887269818949e+00;1.348269622102070062e-02;7.221662439507613840e+01;2.145832809415590837e-03;2.076753222445859581e-01;2.440481880467325837e+00;1.050685424745743335e+00;0.000000000000000000e+00
1.000000000000000000e+00;3.000000000000000000e+00;1.746208190917968750e+02;8.547026346462311039e+02;-1.592213466161807034e-02;1.520050905659151130e+00;8.704866427525296754e-03;4.862469512619703238e+01;1.385421191310334289e-03;1.478518670519473055e+00;1.063454786303534405e+00;3.962313615158072899e-01;0.000000000000000000e+00
1.000000000000000000e+00;4.000000000000000000e+00;2.326595306396484375e+02;3.322501252903821296e+02;2.474564520978375093e-01;7.977495635253409878e-01;3.428828216630955879e-03;3.852273072963114231e+01;5.457148784315310605e-04;7.253349979810266301e-01;8.331620388545067923e-01;8.610535899568327878e-01;0.000000000000000000e+00
1.000000000000000000e+00;5.000000000000000000e+00;2.909505844116210938e+02;1.865826541803307848e+01;-2.395191056433887411e-02;1.311879368886295749e+00;4.508942202468031214e-03;4.919117386306358419e+00;7.176202548587537608e-04;3.111509936501484774e-01;8.447252972461886111e-01;5.669568638234455671e-01;0.000000000000000000e+00
3.000000000000000000e+00;1.000000000000000000e+00;6.527252197265625000e+01;1.867808568983101395e+03;3.316292448056746167e+00;4.081182253495106993e-01;6.252527296562529653e-03;9.845488976740690532e+02;9.951201333487042031e-04;2.445703080536110186e-01;2.470813093316900910e-01;1.095014313991145849e-01;0.000000000000000000e+00
3.000000000000000000e+00;2.000000000000000000e+00;1.303768157958984375e+02;1.306468803222069937e+03;8.383852916774748865e-01;1.539067854948564129e+00;1.180476640385155068e-02;2.632655626304015186e+02;1.878783609317978423e-03;8.287870516406979915e-01;1.618903222363980099e+00;2.295797599765464714e+00;0.000000000000000000e+00
3.000000000000000000e+00;3.000000000000000000e+00;1.961540222167968750e+02;9.118189273384925855e+02;4.206376637191619139e+00;1.120848834888579670e+00;5.714126186256710503e-03;1.695373659615613917e+02;9.094310519141394784e-04;9.004936403686414348e-01;9.438439135951317560e-01;8.476750349537295337e-01;0.000000000000000000e+00
3.000000000000000000e+00;4.000000000000000000e+00;2.614265441894531250e+02;3.083005450013391737e+02;1.882968764071529577e+00;8.527774257711444594e-01;3.262015448412711530e-03;6.313788354228741895e+01;5.191658130907981757e-04;8.149875442141214510e-01;6.859157420297308239e-01;5.900342111441527759e-01;0.000000000000000000e+00
3.000000000000000000e+00;5.000000000000000000e+00;3.266990661621093750e+02;8.475936554452526650e+01;-1.155470350472020513e+00;1.863987103316685934e+00;5.705517084005891013e-03;7.592967309449912605e+00;9.080608724326208600e-04;1.877883605268713341e+00;1.305192555673688526e+00;7.195424356099944241e-01;0.000000000000000000e+00
3.000000000000000000e+00;7.000000000000000000e+00;4.587581634521484375e+02;4.329397630681268083e+01;5.824535591606700979e-01;1.970573286306355865e+00;4.295451162062862739e-03;5.614552852943858419e+00;6.836421254963418728e-04;1.296629044876102643e+00;1.280406242596713762e+00;1.165108280888333070e+00;0.000000000000000000e+00
5.000000000000000000e+00;1.000000000000000000e+00;7.317924499511718750e+01;2.350107944383146787e+03;-1.341039049441769215e+00;4.254284917372125330e-01;5.813512994915413790e-03;1.099603569988032859e+03;9.252489338233630799e-04;2.986066939159319200e-01;2.825637603710946522e-01;2.474284805580634627e-01;0.000000000000000000e+00
5.000000000000000000e+00;2.000000000000000000e+00;1.463584899902343750e+02;2.202451284247171657e+02;3.935398428771408774e+00;2.624498510440395727e+00;1.793198679909524182e-02;1.041666563052888534e+02;2.853952715675397295e-03;2.935827134103985436e-01;7.548964326541525161e-01;7.353516195033112934e-01;0.000000000000000000e+00
5.000000000000000000e+00;3.000000000000000000e+00;2.197059631347656250e+02;8.314981290322024279e+02;2.923246075976849490e+00;6.882501975950869877e-01;3.132596802449647607e-03;2.280588861790097894e+02;4.985682038591028988e-04;5.955648889581519612e-01;5.727457852748224498e-01;5.534896680073517761e-01;0.000000000000000000e+00
5.000000000000000000e+00;4.000000000000000000e+00;2.928852081298828125e+02;7.542523164345747944e+01;1.745102053688805332e+00;1.401529613582763512e+00;4.785252292294807537e-03;1.980393765432087605e+01;7.615963353864736024e-04;6.251228891427306200e-01;1.033009886478796657e+00;5.712515252200436322e-01;0.000000000000000000e+00
7.000000000000000000e+00;1.000000000000000000e+00;8.209533691406250000e+01;2.335512961026096946e+03;3.422324636940313081e+00;5.119451263980300260e-01;6.235983012457027228e-03;5.684642860947025156e+02;9.924870326542593012e-04;3.394727985691253780e-01;4.955432580694648648e-01;7.855711281283821457e-01;0.000000000000000000e+00
7.000000000000000000e+00;2.000000000000000000e+00;1.642747879028320312e+02;1.772145107266597051e+03;-2.913889437047159081e-01;6.451280513997882382e-01;3.927127586866094658e-03;2.846919474860241621e+02;6.250216455192539539e-04;5.225421181203894205e-01;6.266138680805266592e-01;7.685373742678164311e-01;0.000000000000000000e+00
7.000000000000000000e+00;3.000000000000000000e+00;2.464542388916015625e+02;5.342900830979043576e+02;3.132856319919074650e+00;7.526384412223645626e-01;3.053866894752006993e-03;6.145537908764205781e+01;4.860379544353925717e-04;7.311609435592726358e-01;7.221785156697584362e-01;7.613115517675786981e-01;0.000000000000000000e+00
7.000000000000000000e+00;4.000000000000000000e+00;3.285495758056640625e+02;9.499871117437052703e+01;-2.822674072607833651e-03;1.398953611793913421e+00;4.257968096179767271e-03;7.286851356944255897e+00;6.776765144246124943e-04;1.096593149954411706e+00;1.479936252474135738e+00;1.320579022712109696e+00;0.000000000000000000e+00
7.000000000000000000e+00;5.000000000000000000e+00;4.120748519897460938e+02;7.313163917442761885e+01;4.143404202969495742e+00;1.235882119400273149e+00;2.999168994255990879e-03;5.719692575539587764e+00;4.773325162245486931e-04;1.075474399368185896e+00;1.107784465811378904e+00;9.150609365734710954e-01;0.000000000000000000e+00
7.000000000000000000e+00;6.000000000000000000e+00;4.949272155761718750e+02;5.979377573024648740e+01;2.095091632185623443e+00;2.221934651687236251e+00;4.489416992558311129e-03;3.895331316712109970e+00;7.145127235768058320e-04;1.291160270024502621e+00;1.257255259893725885e+00;7.573475242527430984e-01;0.000000000000000000e+00
1.200000000000000000e+01;1.000000000000000000e+00;1.098529815673828125e+02;2.432933076482007436e+03;1.734554103652022228e+00;9.437806591272974721e-01;8.591306723417343333e-03;4.212815796516286468e+02;1.367347654425046365e-03;4.842295858021270494e-01;9.538579101743884792e-01;1.315447966646837719e+00;0.000000000000000000e+00
1.200000000000000000e+01;2.000000000000000000e+00;2.201265335083007812e+02;8.075251847879450224e+02;2.290452909699172146e+00;2.004722479265528712e+00;9.107136914914132353e-03;7.273155990214289091e+01;1.449444334860116668e-03;9.338890852262282660e-01;-1.057291504706275864e-01;2.310467067597906432e+00;0.000000000000000000e+00
1.200000000000000000e+01;3.000000000000000000e+00;3.301477432250976562e+02;8.470882522271368842e+00;3.751114933711360955e+00;1.955128146579469428e+00;5.921979437086279455e-03;4.404614105485411102e+00;9.425118816704099005e-04;1.252929629866022243e-01;1.249636660560795853e+01;1.372234094592549969e+00;0.000000000000000000e+00
1.200000000000000000e+01;4.000000000000000000e+00;4.412624359130859375e+02;1.077937502246567192e+02;4.610752833433954478e+00;2.476816569973812054e+00;5.613023834328065807e-03;5.946613903584500704e+00;8.933401324577312612e-04;1.524728456349159655e+00;1.094094407308388028e+00;1.237053868143621838e+00;0.000000000000000000e+00
